Date,Close,Compound,Open,High,Low
01/20/2021,$850.45,0.6369,$858.74,$859.5,$837.28
01/19/2021,$844.55,0,$837.8,$850,$833
01/15/2021,$826.16,0,$852,$859.9,$819.1
01/14/2021,$845,0.4019,$843.39,$863,$838.75
01/13/2021,$854.41,0,$852.76,$860.47,$832
01/12/2021,$849.44,0.1531,$831,$868,$827.34
01/11/2021,$811.19,0,$849.4,$854.43,$803.6222
01/08/2021,$880.02,0,$856,$884.49,$838.39
01/07/2021,$816.04,0.4927,$777.63,$816.99,$775.2
01/06/2021,$755.98,0.296,$758.49,$774,$749.1
01/05/2021,$735.11,0.4215,$723.66,$740.84,$719.2
01/04/2021,$729.77,-0.4588,$719.46,$744.4899,$717.1895
12/31/2020,$705.67,0,$699.99,$718.72,$691.12
12/30/2020,$694.78,-0.25,$672,$696.6,$668.3603
12/29/2020,$665.99,0.4767,$661,$669.9,$655
12/28/2020,$663.69,-0.0191,$674.51,$681.4,$660.8
12/24/2020,$661.77,-0.4019,$642.99,$666.09,$641
12/23/2020,$645.98,0.2732,$632.2,$651.4999,$622.5701
12/22/2020,$640.34,-0.296,$648,$649.88,$614.23
12/21/2020,$649.86,0.4019,$666.24,$668.5,$646.07
12/18/2020,$695,0,$668.9,$695,$628.54
12/17/2020,$655.9,-0.296,$628.19,$658.82,$619.5
12/16/2020,$622.77,0,$628.23,$632.5,$605
12/15/2020,$633.25,0,$643.28,$646.9,$623.8
12/14/2020,$639.83,0,$619,$642.7499,$610.2001
12/11/2020,$609.99,0,$615.01,$624,$596.8
12/10/2020,$627.07,-0.3818,$574.37,$627.75,$566.34
12/09/2020,$604.48,0,$653.69,$654.32,$588
12/08/2020,$649.88,0.296,$625.505,$651.28,$618.5
12/07/2020,$641.76,0,$604.9197,$648.7856,$603.05
12/04/2020,$599.04,0.1779,$591.01,$599.04,$585.5
12/03/2020,$593.38,0,$590.02,$598.97,$582.43
12/02/2020,$568.82,0.6369,$556.44,$571.54,$541.21
12/01/2020,$584.76,0,$597.59,$597.85,$572.05
11/30/2020,$567.6,0.34,$602.21,$607.8,$554.51
11/27/2020,$585.76,0,$581.16,$598.78,$578.45
11/25/2020,$574,0,$550.06,$574,$545.37
11/24/2020,$555.38,0,$540.4,$559.99,$526.2
11/23/2020,$521.85,0.5719,$503.5,$526,$501.79
11/20/2020,$489.61,-0.2263,$497.99,$502.5,$489.06
11/19/2020,$499.27,0.4019,$492,$508.6112,$487.57
11/18/2020,$486.64,0.5859,$448.35,$496,$443.5001
11/17/2020,$441.61,0,$460.17,$462,$433.01
11/16/2020,$408.09,0,$408.93,$412.45,$404.0868
11/13/2020,$408.5,0,$410.85,$412.5319,$401.66
11/12/2020,$411.76,0,$415.05,$423,$409.52
11/11/2020,$417.13,0.0772,$416.45,$418.695,$410.58
11/10/2020,$410.36,0.5106,$420.09,$420.09,$396.0301
11/09/2020,$421.26,0,$439.5,$452.5,$421
11/06/2020,$429.95,-0.34,$436.1,$436.57,$424.28
11/05/2020,$438.09,0.4215,$428.3,$440,$424.0001
11/04/2020,$420.98,-0.4767,$430.62,$435.4,$417.1
11/03/2020,$423.9,0.5423,$409.73,$427.77,$406.69
11/02/2020,$400.51,0,$394,$406.9799,$392.3
10/30/2020,$388.04,0,$406.8954,$407.5915,$379.11
10/29/2020,$410.83,0.3182,$409.96,$418.06,$406.46
10/28/2020,$406.02,-0.4019,$416.48,$418.6,$406
10/27/2020,$424.68,-0.34,$423.76,$430.5,$420.1
10/26/2020,$420.28,0,$411.63,$425.76,$410
10/23/2020,$420.63,-0.296,$421.84,$422.8859,$407.3801
10/22/2020,$425.79,0.4019,$441.92,$445.23,$424.51
10/21/2020,$422.64,0.5106,$422.7,$432.95,$421.25
10/20/2020,$421.94,0,$431.75,$431.75,$419.0501
10/19/2020,$430.83,0,$446.24,$447,$428.87
10/16/2020,$439.67,0,$454.44,$455.9499,$438.85
10/15/2020,$448.88,0.5106,$450.31,$456.57,$442.5
10/14/2020,$461.3,0.4939,$449.78,$465.9,$447.35
10/13/2020,$446.65,0,$443.35,$448.89,$436.6
10/12/2020,$442.3,0,$442,$448.74,$438.58
10/09/2020,$434,0.2023,$430.13,$434.5899,$426.4601
10/08/2020,$425.92,-0.4215,$438.44,$439,$425.3
10/07/2020,$425.3,-0.5994,$419.87,$429.9,$413.845
10/06/2020,$413.98,0.4939,$423.79,$428.7799,$406.05
10/05/2020,$425.68,-0.34,$423.35,$433.64,$419.33
10/02/2020,$415.09,0.4215,$421.39,$439.13,$415
10/01/2020,$448.16,0,$440.76,$448.88,$434.42
09/30/2020,$429.01,0,$421.32,$433.93,$420.47
09/29/2020,$419.07,0,$416,$428.5,$411.6
09/28/2020,$421.2,0,$424.62,$428.08,$415.55
09/25/2020,$407.34,0,$393.47,$408.7323,$391.3
09/24/2020,$387.79,0.1779,$363.8,$399.5,$351.3
09/23/2020,$380.36,-0.0258,$405.16,$412.15,$375.8801
09/22/2020,$424.23,0,$429.6,$437.76,$417.6001
09/21/2020,$449.39,0,$453.13,$455.68,$407.07
09/18/2020,$442.15,0,$447.94,$451,$428.8
09/17/2020,$423.43,0,$415.6,$437.79,$408.0001
09/16/2020,$441.76,0,$439.87,$457.79,$435.31
09/15/2020,$449.76,-0.296,$436.56,$461.94,$430.7
09/14/2020,$419.62,-0.2263,$380.95,$420,$373.3
09/11/2020,$372.72,-0.5267,$381.94,$382.5,$360.5
09/10/2020,$371.34,0.4939,$386.21,$398.99,$360.56
09/09/2020,$366.28,0.296,$356.6,$369,$341.51
09/08/2020,$330.21,-0.3182,$356,$368.74,$329.88
09/04/2020,$418.32,0.4019,$402.81,$428,$372.0201
09/03/2020,$407,0,$407.23,$431.8,$402
09/02/2020,$447.37,0,$478.99,$479.04,$405.1206
09/01/2020,$475.05,-0.1027,$502.14,$502.49,$470.51
08/31/2020,$498.32,0.0772,$444.61,$500.14,$440.11
08/28/2020,$442.68,0,$459.024,$463.698,$437.304
08/27/2020,$447.75,0,$436.092,$459.12,$428.5
08/26/2020,$430.634,0,$412,$433.2,$410.7258
08/25/2020,$404.668,-0.8126,$394.978,$405.59,$393.6
08/24/2020,$402.84,0.3182,$425.255,$425.8,$385.504
08/21/2020,$409.996,-0.5994,$408.952,$419.098,$405.01
08/20/2020,$400.366,-0.8885,$372.136,$404.398,$371.412
08/19/2020,$375.706,0.4215,$373,$382.2,$368.242
08/18/2020,$377.418,0.5096,$379.798,$384.78,$369.022
08/17/2020,$367.128,0,$335.4,$369.172,$334.566
08/14/2020,$330.142,0,$332.998,$333.76,$325.328
08/13/2020,$324.2,0,$322.2,$330.236,$313.452
08/12/2020,$310.952,-0.296,$294,$317,$287
08/11/2020,$274.878,0,$279.2,$284,$273
08/10/2020,$283.714,0.7184,$289.6,$291.5,$277.168
08/07/2020,$290.542,0.7783,$299.9074,$299.95,$283.002
08/06/2020,$297.916,0,$298.166,$303.462,$295.452
08/05/2020,$297.004,0,$298.598,$299.9677,$293.662
08/04/2020,$297.4,0.2023,$299.002,$305.482,$292.4
08/03/2020,$297,0,$289.84,$301.962,$288.8769
07/31/2020,$286.152,0.4019,$303,$303.41,$284.196
07/30/2020,$297.498,-0.4639,$297.6,$302.648,$294.2
07/29/2020,$299.822,0.1531,$300.2,$306.962,$297.4
07/28/2020,$295.298,0.34,$300.8,$312.94,$294.884
07/27/2020,$307.92,-0.1326,$287,$309.588,$282.6001
07/24/2020,$283.4,0,$283.202,$293,$273.308
07/23/2020,$302.614,0,$335.79,$337.8,$296.154
07/22/2020,$318.466,0,$319.8,$325.284,$312.4
07/21/2020,$313.672,0,$327.986,$335,$311.6
07/20/2020,$328.6,0,$303.802,$330,$297.6
07/17/2020,$300.168,0,$302.69,$307.502,$298
07/16/2020,$300.128,0,$295.432,$306.342,$293.2
07/15/2020,$309.202,0,$308.6,$310,$291.4
07/14/2020,$303.36,-0.2732,$311.2,$318,$286.2
07/13/2020,$299.412,0.5267,$331.8,$358.998,$294.222
07/10/2020,$308.93,0,$279.2,$309.783,$275.202
07/09/2020,$278.856,0.25,$279.398,$281.712,$270.256
07/08/2020,$273.176,0.3818,$281,$283.452,$262.268
07/07/2020,$277.972,0.4939,$281.002,$285.9,$267.342
07/06/2020,$274.316,0,$255.338,$275.558,$253.2088
07/02/2020,$241.732,0.1779,$244.296,$245.6,$237.12
07/01/2020,$223.926,0,$216.6,$227.066,$216.1
06/30/2020,$215.962,0.4939,$201.3,$217.538,$200.746
06/29/2020,$201.87,0.4767,$193.802,$202,$189.704
06/26/2020,$191.948,-0.3612,$198.956,$199,$190.974
06/25/2020,$197.196,0.2755,$190.854,$197.196,$187.43
06/24/2020,$192.17,0,$198.822,$200.1769,$190.6283
06/23/2020,$200.356,0.1779,$199.776,$202.4,$198.802
06/22/2020,$198.864,0,$199.99,$201.776,$198.004
06/19/2020,$200.18,0.1779,$202.556,$203.194,$198.268
06/18/2020,$200.792,0.5859,$200.6,$203.84,$198.8942
06/17/2020,$198.358,0.4939,$197.542,$201,$196.5142
06/16/2020,$196.426,0,$202.37,$202.576,$192.478
06/15/2020,$198.18,0.1779,$183.558,$199.768,$181.7
06/12/2020,$187.056,0.7096,$196,$197.596,$182.52
06/11/2020,$194.568,0.5574,$198.04,$203.792,$194.4
06/10/2020,$205.01,0,$198.376,$205.496,$196.5
06/09/2020,$188.134,0,$188.002,$190.888,$184.7862
06/08/2020,$189.984,0,$183.8,$190,$181.832
06/05/2020,$177.132,-0.0258,$175.568,$177.304,$173.24
06/04/2020,$172.876,0.1779,$177.976,$179.15,$171.688
06/03/2020,$176.592,0.4939,$177.624,$179.588,$176.02
06/02/2020,$176.312,0,$178.94,$181.732,$174.2
06/01/2020,$179.62,-0.4019,$171.6,$179.8,$170.82
05/29/2020,$167,0.1779,$161.75,$167,$160.842
05/28/2020,$161.162,-0.4019,$162.702,$164.95,$160.338
05/27/2020,$164.046,0,$164.172,$165.542,$157
05/26/2020,$163.774,0.296,$166.9,$166.92,$163.141
05/22/2020,$163.376,0.5106,$164.4348,$166.356,$162.4
05/21/2020,$165.52,0.1779,$163.2,$166.5,$159.2
05/20/2020,$163.112,0,$164.1,$165.2,$162.36
05/19/2020,$161.602,0,$163.034,$164.414,$161.216
05/18/2020,$162.726,0,$165.556,$166.944,$160.776
05/15/2020,$159.834,0.2023,$158.07,$161.0097,$157.3104
05/14/2020,$160.666,0.4404,$156,$160.672,$152.8
05/13/2020,$158.192,-0.8225,$164.166,$165.2,$152.66
05/12/2020,$161.882,0,$165.4,$168.658,$161.6
05/11/2020,$162.258,0,$158.102,$164.8,$157
05/08/2020,$163.884,0.3182,$158.754,$164.8,$157.402
05/07/2020,$156.008,0,$155.442,$159.28,$154.47
05/06/2020,$156.516,-0.4588,$155.3,$157.96,$152.222
05/05/2020,$153.642,0,$157.958,$159.784,$152.436
05/04/2020,$152.238,0.2732,$140.2,$152.4,$139.6
05/01/2020,$140.264,-0.4767,$151,$154.554,$136.608
04/30/2020,$156.376,0,$171.038,$173.964,$152.7
04/29/2020,$160.102,-0.2732,$158.034,$160.64,$156.632
04/28/2020,$153.824,0.1779,$159.128,$161,$151.338
04/27/2020,$159.75,0.5267,$147.522,$159.898,$147
04/24/2020,$145.03,0.5267,$142.162,$146.146,$139.636
04/23/2020,$141.126,0.8442,$145.52,$146.8,$140.626
04/22/2020,$146.422,0,$140.796,$146.8,$137.742
04/21/2020,$137.344,0,$146.024,$150.666,$134.758
04/20/2020,$149.272,0,$146.54,$153.114,$142.442
04/17/2020,$150.778,0.1779,$154.456,$154.99,$149.532
04/16/2020,$149.042,0.5713,$143.388,$151.89,$141.343
04/15/2020,$145.966,0.5859,$148.4,$150.626,$142
04/14/2020,$141.978,0.5994,$139.794,$148.376,$138.486
04/13/2020,$130.19,0,$118.032,$130.4,$116.106
04/09/2020,$114.6,0.4019,$112.418,$115.0364,$111.422
04/08/2020,$109.768,0.5106,$110.84,$111.4416,$106.666
04/07/2020,$109.09,0,$109,$113,$106.468
04/06/2020,$103.248,0.25,$102.24,$104.2,$99.592
04/03/2020,$96.002,0.4404,$101.9,$103.098,$93.678
04/02/2020,$90.894,0.4215,$96.206,$98.852,$89.28
04/01/2020,$96.312,0.1779,$100.8,$102.791,$95.02
03/31/2020,$104.8,0,$100.25,$108.592,$99.4
03/30/2020,$100.426,0.1779,$102.052,$103.3294,$98.246
03/27/2020,$102.872,0.6705,$101,$105.16,$98.806
03/26/2020,$105.632,0.2023,$109.478,$112,$102.45
03/25/2020,$107.85,0.1779,$109.05,$111.4,$102.222
03/24/2020,$101,0.4767,$95.46,$102.738,$94.8
03/23/2020,$86.858,-0.3182,$86.72,$88.4,$82.1
03/20/2020,$85.506,-0.0258,$87.64,$95.4,$85.158
03/19/2020,$85.528,-0.4215,$74.9394,$90.4,$71.692
03/18/2020,$72.244,0,$77.8,$80.972,$70.102
03/17/2020,$86.04,0.7351,$88.002,$94.37,$79.2
03/16/2020,$89.014,-0.4019,$93.8999,$98.974,$88.434
03/13/2020,$109.324,-0.2732,$119,$121.514,$100.4
03/12/2020,$112.11,0.4767,$116.178,$118.9,$109.25
